user,song_id,play_count,song,album,artist,year
5y6vA196AILVmYk7,D31CB353706E42269ABF10D5F74F2A39,1,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
JnV1qd2TpgX6ImOJ,D31CB353706E42269ABF10D5F74F2A39,1,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
qmRjCMUVGlcWUJiC,D31CB353706E42269ABF10D5F74F2A39,0,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
gcGXIr08VNgbdLuM,D31CB353706E42269ABF10D5F74F2A39,2,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
gWquIBPyORKyXIzt,D31CB353706E42269ABF10D5F74F2A39,3,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
Bve8DGJcB8h0ydyb,D31CB353706E42269ABF10D5F74F2A39,0,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
X52fDGbQkPz5Lr8m,D31CB353706E42269ABF10D5F74F2A39,6,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
QIuMRq2DhnPpRN5Q,D31CB353706E42269ABF10D5F74F2A39,4,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
LWz3VQu0ha9xCzSz,D31CB353706E42269ABF10D5F74F2A39,4,我明白,滚石香港黄金十年：林忆莲精选,林忆莲,2003
FEUPEe50aqPcrR6L,08636BEFB8C14833BD43A7F09C5C419F,2,爱上一个不回家的人,,林忆莲,2000
6HeRIGNK7aVi1yes,08636BEFB8C14833BD43A7F09C5C419F,4,爱上一个不回家的人,,林忆莲,2000
tTlOPqtyYG56rkEy,08636BEFB8C14833BD43A7F09C5C419F,5,爱上一个不回家的人,,林忆莲,2000
DBl0LTJ37RV9a0eL,08636BEFB8C14833BD43A7F09C5C419F,4,爱上一个不回家的人,,林忆莲,2000
4oIs7PKbW0GI2Swa,08636BEFB8C14833BD43A7F09C5C419F,3,爱上一个不回家的人,,林忆莲,2000
ZJWuUSmKP4emERHF,08636BEFB8C14833BD43A7F09C5C419F,6,爱上一个不回家的人,,林忆莲,2000
NFECGmQGhz3E6Kwg,08636BEFB8C14833BD43A7F09C5C419F,0,爱上一个不回家的人,,林忆莲,2000
VV9LNAgG3AkyDlLr,08636BEFB8C14833BD43A7F09C5C419F,5,爱上一个不回家的人,,林忆莲,2000
yqKzK6DeVVSWfUnl,08636BEFB8C14833BD43A7F09C5C419F,4,爱上一个不回家的人,,林忆莲,2000
y3rlHSCG8AJdJnsr,08636BEFB8C14833BD43A7F09C5C419F,3,爱上一个不回家的人,,林忆莲,2000
RhTvzO1rMqdARsgo,08636BEFB8C14833BD43A7F09C5C419F,4,爱上一个不回家的人,,林忆莲,2000
wC8jVOD0gSfJkgWJ,08636BEFB8C14833BD43A7F09C5C419F,0,爱上一个不回家的人,,林忆莲,2000
ZBZ2IYfT647n2nP9,08636BEFB8C14833BD43A7F09C5C419F,3,爱上一个不回家的人,,林忆莲,2000
LfMrUSByheX8OS37,08636BEFB8C14833BD43A7F09C5C419F,4,爱上一个不回家的人,,林忆莲,2000
Q1XK5JIzOiFXQaI0,08636BEFB8C14833BD43A7F09C5C419F,0,爱上一个不回家的人,,林忆莲,2000
zZGPLNjGE9XXGmKC,08636BEFB8C14833BD43A7F09C5C419F,1,爱上一个不回家的人,,林忆莲,2000
LLFghgo9kun7pj3f,08636BEFB8C14833BD43A7F09C5C419F,2,爱上一个不回家的人,,林忆莲,2000
ONOIPSqqZRl2E5Js,08636BEFB8C14833BD43A7F09C5C419F,3,爱上一个不回家的人,,林忆莲,2000
kL9w2rE0mYtBioCD,08636BEFB8C14833BD43A7F09C5C419F,7,爱上一个不回家的人,,林忆莲,2000
hBI1ahbU1YtdDE5o,8BAA191702AA4CD9A85476129E4D4207,1,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
VHDMPN8ZozYG9RNt,8BAA191702AA4CD9A85476129E4D4207,1,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
pPFl7E2Y36BFH4eF,8BAA191702AA4CD9A85476129E4D4207,3,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
BPAzapEohGq0PjbJ,8BAA191702AA4CD9A85476129E4D4207,3,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
dNvAlEZDgyXGCHWm,8BAA191702AA4CD9A85476129E4D4207,1,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
UmS6bItQFiMh83rc,8BAA191702AA4CD9A85476129E4D4207,1,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
ucm4xwmVJSJCUtdl,8BAA191702AA4CD9A85476129E4D4207,3,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
KXUFvLTnh2LlmnBy,8BAA191702AA4CD9A85476129E4D4207,2,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
rDeQOgDVlgw3a9kZ,8BAA191702AA4CD9A85476129E4D4207,0,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
dOlVGrAJiEPXCMF3,8BAA191702AA4CD9A85476129E4D4207,3,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
45hrgPn1vKK0qcKB,8BAA191702AA4CD9A85476129E4D4207,2,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
RhTvzO1rMqdARsgo,8BAA191702AA4CD9A85476129E4D4207,3,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
wC8jVOD0gSfJkgWJ,8BAA191702AA4CD9A85476129E4D4207,2,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
hbx1ujCOgOK1njuU,8BAA191702AA4CD9A85476129E4D4207,2,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
sLtcEa0QjoHB31jP,8BAA191702AA4CD9A85476129E4D4207,1,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
OXo9GUcoLbNZk85O,8BAA191702AA4CD9A85476129E4D4207,3,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
cDSx78DuQvNMqfcv,8BAA191702AA4CD9A85476129E4D4207,2,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
QXYTEOkm6x3wxN0g,8BAA191702AA4CD9A85476129E4D4207,2,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
HJEGqVA0jhaR7aRB,8BAA191702AA4CD9A85476129E4D4207,6,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
1vsGeKRL6LJSY4Rp,8BAA191702AA4CD9A85476129E4D4207,1,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
ARtTQLb5SKA8MVye,8BAA191702AA4CD9A85476129E4D4207,5,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
GpT650oipjGiq6nt,8BAA191702AA4CD9A85476129E4D4207,0,铿锵玫瑰,滚石香港黄金十年：林忆莲精选,林忆莲,2003
ip424GagdxTwPLJr,D38A2574C0A64CE2863DA5D785B3EEE9,2,你的样子,一个人的样子,林志炫,1995
gQ8RT9NjXyBM8HJJ,D38A2574C0A64CE2863DA5D785B3EEE9,1,你的样子,一个人的样子,林志炫,1995
rkxvBOE7qMWSeZAw,D38A2574C0A64CE2863DA5D785B3EEE9,0,你的样子,一个人的样子,林志炫,1995
f89AuhDefv18ejSQ,D38A2574C0A64CE2863DA5D785B3EEE9,1,你的样子,一个人的样子,林志炫,1995
cKJ3Rfg5BPuA7Occ,D38A2574C0A64CE2863DA5D785B3EEE9,4,你的样子,一个人的样子,林志炫,1995
zd3Ko4Hp9C4cjGJB,D38A2574C0A64CE2863DA5D785B3EEE9,3,你的样子,一个人的样子,林志炫,1995
8ZQtG8e0Oy9Fg5Gs,D38A2574C0A64CE2863DA5D785B3EEE9,1,你的样子,一个人的样子,林志炫,1995
iUOB64UUh6WoQmeY,D38A2574C0A64CE2863DA5D785B3EEE9,3,你的样子,一个人的样子,林志炫,1995
UNl8Vfb5Z021JhMo,D38A2574C0A64CE2863DA5D785B3EEE9,1,你的样子,一个人的样子,林志炫,1995
raPQlJtwvlAjRZtr,D38A2574C0A64CE2863DA5D785B3EEE9,3,你的样子,一个人的样子,林志炫,1995
ZEgsVftwRmGzv0Se,D38A2574C0A64CE2863DA5D785B3EEE9,1,你的样子,一个人的样子,林志炫,1995
UpeN8YZKN5Hvh8DY,D38A2574C0A64CE2863DA5D785B3EEE9,1,你的样子,一个人的样子,林志炫,1995
oM2NQs9NNk3ohXwi,D38A2574C0A64CE2863DA5D785B3EEE9,4,你的样子,一个人的样子,林志炫,1995
w1i6gUkRsErivipJ,D38A2574C0A64CE2863DA5D785B3EEE9,3,你的样子,一个人的样子,林志炫,1995
LWz3VQu0ha9xCzSz,D38A2574C0A64CE2863DA5D785B3EEE9,3,你的样子,一个人的样子,林志炫,1995
2T6HFoq4kHFSyP18,1ED4AE3209A94A46A3E2BF462B51EB95,6,单身情歌,单身情歌,林志炫,1999
jlrJUBaqNBmcxFKH,1ED4AE3209A94A46A3E2BF462B51EB95,3,单身情歌,单身情歌,林志炫,1999
4upXGmomJfU4Wa0q,1ED4AE3209A94A46A3E2BF462B51EB95,2,单身情歌,单身情歌,林志炫,1999
WtS11NWr4X9jwspj,1ED4AE3209A94A46A3E2BF462B51EB95,3,单身情歌,单身情歌,林志炫,1999
zxKieKM3xTgAaJDa,1ED4AE3209A94A46A3E2BF462B51EB95,6,单身情歌,单身情歌,林志炫,1999
X9bDHgPYeZlUuVLa,1ED4AE3209A94A46A3E2BF462B51EB95,2,单身情歌,单身情歌,林志炫,1999
ZDSL4v2RU1y2fGV3,1ED4AE3209A94A46A3E2BF462B51EB95,2,单身情歌,单身情歌,林志炫,1999
y3rlHSCG8AJdJnsr,1ED4AE3209A94A46A3E2BF462B51EB95,4,单身情歌,单身情歌,林志炫,1999
neDjXx7NxTSvXJNI,1ED4AE3209A94A46A3E2BF462B51EB95,2,单身情歌,单身情歌,林志炫,1999
TTZ4xnMN2UeQzAqI,1ED4AE3209A94A46A3E2BF462B51EB95,0,单身情歌,单身情歌,林志炫,1999
LfMrUSByheX8OS37,1ED4AE3209A94A46A3E2BF462B51EB95,2,单身情歌,单身情歌,林志炫,1999
meaXlN6aAAM4ACll,1ED4AE3209A94A46A3E2BF462B51EB95,2,单身情歌,单身情歌,林志炫,1999
iG287WTKHdc2RKYw,1ED4AE3209A94A46A3E2BF462B51EB95,3,单身情歌,单身情歌,林志炫,1999
BeCJt1WUrzofV9Bj,1ED4AE3209A94A46A3E2BF462B51EB95,3,单身情歌,单身情歌,林志炫,1999
spNBC66VJtXvOV96,1ED4AE3209A94A46A3E2BF462B51EB95,3,单身情歌,单身情歌,林志炫,1999
AetLomiYEBfzLDDp,1ED4AE3209A94A46A3E2BF462B51EB95,2,单身情歌,单身情歌,林志炫,1999
KfTygL4k5rTFLBwN,22CB5981D31D43398D3690D711295613,3,散了吧,散了吧,林志炫,1997
Gn5ymVDxhFRAHWXv,22CB5981D31D43398D3690D711295613,2,散了吧,散了吧,林志炫,1997
6dKz9MVFHENGCywj,22CB5981D31D43398D3690D711295613,4,散了吧,散了吧,林志炫,1997
VHDMPN8ZozYG9RNt,22CB5981D31D43398D3690D711295613,1,散了吧,散了吧,林志炫,1997
o12NvIwawMAIl9Dw,22CB5981D31D43398D3690D711295613,2,散了吧,散了吧,林志炫,1997
zxKieKM3xTgAaJDa,22CB5981D31D43398D3690D711295613,4,散了吧,散了吧,林志炫,1997
DfiQmSBRSxdRk9TB,22CB5981D31D43398D3690D711295613,0,散了吧,散了吧,林志炫,1997
75URY2bgSlkaJJiQ,22CB5981D31D43398D3690D711295613,2,散了吧,散了吧,林志炫,1997
ZDSL4v2RU1y2fGV3,22CB5981D31D43398D3690D711295613,3,散了吧,散了吧,林志炫,1997
A1f1B14a1vcr1CTA,22CB5981D31D43398D3690D711295613,3,散了吧,散了吧,林志炫,1997
O0W0Xe0HFGKbhS5I,22CB5981D31D43398D3690D711295613,1,散了吧,散了吧,林志炫,1997
Qqdp8HXhINqryCgQ,22CB5981D31D43398D3690D711295613,1,散了吧,散了吧,林志炫,1997
MgdTeVzwP4gZGG7t,22CB5981D31D43398D3690D711295613,1,散了吧,散了吧,林志炫,1997
4lLLI0gHzujEzLDI,22CB5981D31D43398D3690D711295613,4,散了吧,散了吧,林志炫,1997
yQ7Kq5VaPipRSR0I,22CB5981D31D43398D3690D711295613,2,散了吧,散了吧,林志炫,1997
sSjy3kZ7Y2WnnYDk,22CB5981D31D43398D3690D711295613,5,散了吧,散了吧,林志炫,1997
gWquIBPyORKyXIzt,22CB5981D31D43398D3690D711295613,4,散了吧,散了吧,林志炫,1997
0eWtfZi67r6GktMV,F38624F5FDC3414188F9750491E2D646,0,林志炫-爱情酿的酒,擦声而过,林志炫,2001
Q9dlU0RDAjVD3Jp7,F38624F5FDC3414188F9750491E2D646,4,林志炫-爱情酿的酒,擦声而过,林志炫,2001
8Gus64PWKmvpGJUS,F38624F5FDC3414188F9750491E2D646,1,林志炫-爱情酿的酒,擦声而过,林志炫,2001
pTxLH6PIOLR3Ec3W,F38624F5FDC3414188F9750491E2D646,5,林志炫-爱情酿的酒,擦声而过,林志炫,2001
h71bhhZ8nqGDm9bT,F38624F5FDC3414188F9750491E2D646,5,林志炫-爱情酿的酒,擦声而过,林志炫,2001
mnru8gX28jKScJ6O,F38624F5FDC3414188F9750491E2D646,3,林志炫-爱情酿的酒,擦声而过,林志炫,2001
IDKSWvbsQKUKsCMu,F38624F5FDC3414188F9750491E2D646,1,林志炫-爱情酿的酒,擦声而过,林志炫,2001
JU2OOUzR3ELOXIN6,F38624F5FDC3414188F9750491E2D646,0,林志炫-爱情酿的酒,擦声而过,林志炫,2001
Zx0wayeuO8K5Hc53,F38624F5FDC3414188F9750491E2D646,4,林志炫-爱情酿的酒,擦声而过,林志炫,2001
81rPEVM1h2luP8Mk,F38624F5FDC3414188F9750491E2D646,4,林志炫-爱情酿的酒,擦声而过,林志炫,2001
1Gh7KFlCOwjj6oUz,F38624F5FDC3414188F9750491E2D646,4,林志炫-爱情酿的酒,擦声而过,林志炫,2001
cmoPO3gmT7g0ClQf,F38624F5FDC3414188F9750491E2D646,5,林志炫-爱情酿的酒,擦声而过,林志炫,2001
AIEmh03qxOydvVGn,F38624F5FDC3414188F9750491E2D646,2,林志炫-爱情酿的酒,擦声而过,林志炫,2001
Q1XK5JIzOiFXQaI0,F38624F5FDC3414188F9750491E2D646,6,林志炫-爱情酿的酒,擦声而过,林志炫,2001
WHx5u18E1jNsp8ud,F38624F5FDC3414188F9750491E2D646,2,林志炫-爱情酿的酒,擦声而过,林志炫,2001
AetLomiYEBfzLDDp,F38624F5FDC3414188F9750491E2D646,4,林志炫-爱情酿的酒,擦声而过,林志炫,2001
PVJrxNqFOTqJzSij,F38624F5FDC3414188F9750491E2D646,4,林志炫-爱情酿的酒,擦声而过,林志炫,2001
FSc4hITPdvot9uMr,F38624F5FDC3414188F9750491E2D646,1,林志炫-爱情酿的酒,擦声而过,林志炫,2001
c3ZaClDL82uAspKD,18FC3C360B614F88B67E0BA30791883D,2,林志炫-离人,擦声而过,林志炫,2001
Fn6zMLtYKDb9MOq7,18FC3C360B614F88B67E0BA30791883D,4,林志炫-离人,擦声而过,林志炫,2001
5Fo27ccRZ9Pk67ro,18FC3C360B614F88B67E0BA30791883D,1,林志炫-离人,擦声而过,林志炫,2001
DH1kvqn5dQexv6e2,18FC3C360B614F88B67E0BA30791883D,0,林志炫-离人,擦声而过,林志炫,2001
Qgn7LrbAuNh4n1kq,18FC3C360B614F88B67E0BA30791883D,2,林志炫-离人,擦声而过,林志炫,2001
KXUFvLTnh2LlmnBy,18FC3C360B614F88B67E0BA30791883D,2,林志炫-离人,擦声而过,林志炫,2001
NJKNe2pfXt6sntS2,18FC3C360B614F88B67E0BA30791883D,4,林志炫-离人,擦声而过,林志炫,2001
r1sf6PDNASUxwkdm,18FC3C360B614F88B67E0BA30791883D,3,林志炫-离人,擦声而过,林志炫,2001
JWkHDGkwchyeZ9Kb,18FC3C360B614F88B67E0BA30791883D,2,林志炫-离人,擦声而过,林志炫,2001
HySumFQMZ4EdziRQ,18FC3C360B614F88B67E0BA30791883D,4,林志炫-离人,擦声而过,林志炫,2001
1Gh7KFlCOwjj6oUz,18FC3C360B614F88B67E0BA30791883D,4,林志炫-离人,擦声而过,林志炫,2001
vI8S8jRKJ5DBcNzO,18FC3C360B614F88B67E0BA30791883D,0,林志炫-离人,擦声而过,林志炫,2001
o8W8ggyN5N0eE2no,18FC3C360B614F88B67E0BA30791883D,3,林志炫-离人,擦声而过,林志炫,2001
tw2uEDqPEpMnhxyF,18FC3C360B614F88B67E0BA30791883D,7,林志炫-离人,擦声而过,林志炫,2001
CUGYChUYJcHHZIaA,18FC3C360B614F88B67E0BA30791883D,2,林志炫-离人,擦声而过,林志炫,2001
8xKtnSadEe4zu2OM,18FC3C360B614F88B67E0BA30791883D,1,林志炫-离人,擦声而过,林志炫,2001
1vsGeKRL6LJSY4Rp,18FC3C360B614F88B67E0BA30791883D,4,林志炫-离人,擦声而过,林志炫,2001
nXAI9Hqo2gOKGjGk,18FC3C360B614F88B67E0BA30791883D,4,林志炫-离人,擦声而过,林志炫,2001
AOxDRIjghT6SjXSN,18FC3C360B614F88B67E0BA30791883D,5,林志炫-离人,擦声而过,林志炫,2001
d6Bwng1B0XnX1vDZ,12925F960B714077965D923FAA61BB5E,3,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
aDKHKJ8YvAMvcs5K,12925F960B714077965D923FAA61BB5E,4,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
rkxvBOE7qMWSeZAw,12925F960B714077965D923FAA61BB5E,1,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
cKJ3Rfg5BPuA7Occ,12925F960B714077965D923FAA61BB5E,3,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
ApsA241qIQQDuZZI,12925F960B714077965D923FAA61BB5E,3,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
UoL2bYLzoHYyXH87,12925F960B714077965D923FAA61BB5E,4,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
8ZQtG8e0Oy9Fg5Gs,12925F960B714077965D923FAA61BB5E,1,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
PrEGf2ciIFOqPZy9,12925F960B714077965D923FAA61BB5E,2,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
mnru8gX28jKScJ6O,12925F960B714077965D923FAA61BB5E,1,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
QSHyKGrF6ueCcBDy,12925F960B714077965D923FAA61BB5E,2,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
nyRyFkeiO2Ug37dU,12925F960B714077965D923FAA61BB5E,1,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
ubDwSfipZJgijkU5,12925F960B714077965D923FAA61BB5E,4,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
SZjm3htDy3hgyXAL,12925F960B714077965D923FAA61BB5E,3,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
HySumFQMZ4EdziRQ,12925F960B714077965D923FAA61BB5E,4,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
URTYvz9deDLll2vH,12925F960B714077965D923FAA61BB5E,1,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
PTjQ4YhLmAk8TTup,12925F960B714077965D923FAA61BB5E,5,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
CUGYChUYJcHHZIaA,12925F960B714077965D923FAA61BB5E,2,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
KcqeVRpw3p1fqcXB,12925F960B714077965D923FAA61BB5E,1,蒙娜丽莎的眼泪,蒙娜丽莎的眼泪,林志炫,1998
Ad3CoFOmt8iGUGfn,A06889CA88744308BD4A22E508E7AFED,3,野百合也有春天,擦声而过,林志炫,2001
Q9dlU0RDAjVD3Jp7,A06889CA88744308BD4A22E508E7AFED,2,野百合也有春天,擦声而过,林志炫,2001
QOSQJqbcUnyGKtHC,A06889CA88744308BD4A22E508E7AFED,3,野百合也有春天,擦声而过,林志炫,2001
pD184EIwpWR0NXgB,A06889CA88744308BD4A22E508E7AFED,1,野百合也有春天,擦声而过,林志炫,2001
8ZQtG8e0Oy9Fg5Gs,A06889CA88744308BD4A22E508E7AFED,4,野百合也有春天,擦声而过,林志炫,2001
lrzd33RUZWH1wg3E,A06889CA88744308BD4A22E508E7AFED,1,野百合也有春天,擦声而过,林志炫,2001
y3rlHSCG8AJdJnsr,A06889CA88744308BD4A22E508E7AFED,3,野百合也有春天,擦声而过,林志炫,2001
VtKlAN770hJSgME1,A06889CA88744308BD4A22E508E7AFED,3,野百合也有春天,擦声而过,林志炫,2001
4127NhI9Wsi3BUWV,A06889CA88744308BD4A22E508E7AFED,2,野百合也有春天,擦声而过,林志炫,2001
YdNLeeK1CqQeBIIf,A06889CA88744308BD4A22E508E7AFED,2,野百合也有春天,擦声而过,林志炫,2001
HjB4b2EXXMWXLzBI,A06889CA88744308BD4A22E508E7AFED,0,野百合也有春天,擦声而过,林志炫,2001
meaXlN6aAAM4ACll,A06889CA88744308BD4A22E508E7AFED,1,野百合也有春天,擦声而过,林志炫,2001
Q1XK5JIzOiFXQaI0,A06889CA88744308BD4A22E508E7AFED,3,野百合也有春天,擦声而过,林志炫,2001
3I25KETb5uR3YdoJ,A06889CA88744308BD4A22E508E7AFED,3,野百合也有春天,擦声而过,林志炫,2001
9P94FDKlkYTpPhcQ,A06889CA88744308BD4A22E508E7AFED,2,野百合也有春天,擦声而过,林志炫,2001
ygaWxQia8ftU2mOR,A06889CA88744308BD4A22E508E7AFED,3,野百合也有春天,擦声而过,林志炫,2001
BgGQBHUrCOe328pP,A06889CA88744308BD4A22E508E7AFED,3,野百合也有春天,擦声而过,林志炫,2001
iMsEP5FOBycj6Yie,A06889CA88744308BD4A22E508E7AFED,2,野百合也有春天,擦声而过,林志炫,2001
8xIc59z9z0lITAKU,A06889CA88744308BD4A22E508E7AFED,0,野百合也有春天,擦声而过,林志炫,2001
b8cANnM57XejdVHb,A403725BB48F47C08803A98B5BAA14A9,4,河流 Track08,,柯以敏,2002
d6Bwng1B0XnX1vDZ,A403725BB48F47C08803A98B5BAA14A9,3,河流 Track08,,柯以敏,2002
oL5jOhi87864iBm2,A403725BB48F47C08803A98B5BAA14A9,3,河流 Track08,,柯以敏,2002
8Gus64PWKmvpGJUS,A403725BB48F47C08803A98B5BAA14A9,5,河流 Track08,,柯以敏,2002
5Fo27ccRZ9Pk67ro,A403725BB48F47C08803A98B5BAA14A9,5,河流 Track08,,柯以敏,2002
np67NeAwQNv2X29t,A403725BB48F47C08803A98B5BAA14A9,1,河流 Track08,,柯以敏,2002
4oIs7PKbW0GI2Swa,A403725BB48F47C08803A98B5BAA14A9,2,河流 Track08,,柯以敏,2002
lFDW0APPWvjGyDUd,A403725BB48F47C08803A98B5BAA14A9,1,河流 Track08,,柯以敏,2002
FDmfXEQBZ7aC8tIK,A403725BB48F47C08803A98B5BAA14A9,2,河流 Track08,,柯以敏,2002
PekTfZ89ICuCXYCk,A403725BB48F47C08803A98B5BAA14A9,3,河流 Track08,,柯以敏,2002
5j66L5yMj7UhFwhC,A403725BB48F47C08803A98B5BAA14A9,3,河流 Track08,,柯以敏,2002
2BtFCrHpCB6Ul7jn,A403725BB48F47C08803A98B5BAA14A9,4,河流 Track08,,柯以敏,2002
NJKNe2pfXt6sntS2,A403725BB48F47C08803A98B5BAA14A9,1,河流 Track08,,柯以敏,2002
rFOl6CdRuY7JXXul,A403725BB48F47C08803A98B5BAA14A9,1,河流 Track08,,柯以敏,2002
AgeQ0vLK6NUtJkbR,A403725BB48F47C08803A98B5BAA14A9,1,河流 Track08,,柯以敏,2002
3Jg22QypuEurtGWW,A403725BB48F47C08803A98B5BAA14A9,4,河流 Track08,,柯以敏,2002
cmoPO3gmT7g0ClQf,A403725BB48F47C08803A98B5BAA14A9,3,河流 Track08,,柯以敏,2002
velGF7MSyiHwtDvb,A403725BB48F47C08803A98B5BAA14A9,4,河流 Track08,,柯以敏,2002
Q3CyHtXwCGIe5fK5,A403725BB48F47C08803A98B5BAA14A9,2,河流 Track08,,柯以敏,2002
RbipmezieAO2o7DO,A403725BB48F47C08803A98B5BAA14A9,3,河流 Track08,,柯以敏,2002
m4CUmC2VK6TxujC3,A403725BB48F47C08803A98B5BAA14A9,4,河流 Track08,,柯以敏,2002
CUGYChUYJcHHZIaA,A403725BB48F47C08803A98B5BAA14A9,1,河流 Track08,,柯以敏,2002
Tchrj4ncyoxxlX6q,A403725BB48F47C08803A98B5BAA14A9,2,河流 Track08,,柯以敏,2002
5J1w5O4WQKzRG1Vb,A403725BB48F47C08803A98B5BAA14A9,3,河流 Track08,,柯以敏,2002
IbQlf2NVsbbzZRax,421CCA69B3EB4CBCA8BC81E0CD0CCB61,3,爱我,我会永远爱你,柯以敏,1999
Jue5fMYt6hV2Qk1q,421CCA69B3EB4CBCA8BC81E0CD0CCB61,0,爱我,我会永远爱你,柯以敏,1999
jCytsXKUOOUPGaI6,421CCA69B3EB4CBCA8BC81E0CD0CCB61,6,爱我,我会永远爱你,柯以敏,1999
nI8n0zVeXdqDXSYD,421CCA69B3EB4CBCA8BC81E0CD0CCB61,3,爱我,我会永远爱你,柯以敏,1999
rFOl6CdRuY7JXXul,421CCA69B3EB4CBCA8BC81E0CD0CCB61,2,爱我,我会永远爱你,柯以敏,1999
DBRaxvInKxjJRXiD,421CCA69B3EB4CBCA8BC81E0CD0CCB61,2,爱我,我会永远爱你,柯以敏,1999
URTYvz9deDLll2vH,421CCA69B3EB4CBCA8BC81E0CD0CCB61,3,爱我,我会永远爱你,柯以敏,1999
2ZJz43nFb7EhH2GZ,421CCA69B3EB4CBCA8BC81E0CD0CCB61,3,爱我,我会永远爱你,柯以敏,1999
gTVW2vPFCHXhTnKS,421CCA69B3EB4CBCA8BC81E0CD0CCB61,2,爱我,我会永远爱你,柯以敏,1999
mQY7dBvdYEs7Xxub,421CCA69B3EB4CBCA8BC81E0CD0CCB61,5,爱我,我会永远爱你,柯以敏,1999
Q1XK5JIzOiFXQaI0,421CCA69B3EB4CBCA8BC81E0CD0CCB61,2,爱我,我会永远爱你,柯以敏,1999
JkRsWtHIjGQmOOKW,421CCA69B3EB4CBCA8BC81E0CD0CCB61,2,爱我,我会永远爱你,柯以敏,1999
LZWA8y0tG0dxo7FI,421CCA69B3EB4CBCA8BC81E0CD0CCB61,3,爱我,我会永远爱你,柯以敏,1999
9lRaDUgUhtxoA7Ck,421CCA69B3EB4CBCA8BC81E0CD0CCB61,4,爱我,我会永远爱你,柯以敏,1999
aUtO70ggRWBhmRwq,0C2590DD73BD4B3DA246592F98D976C0,6,相信爱,爱我,柯以敏,1997
wC7GHoVTrRefORfv,0C2590DD73BD4B3DA246592F98D976C0,2,相信爱,爱我,柯以敏,1997
e9r9HVul3H0LOGup,0C2590DD73BD4B3DA246592F98D976C0,4,相信爱,爱我,柯以敏,1997
xHzaQfgS0B4pkBnp,0C2590DD73BD4B3DA246592F98D976C0,4,相信爱,爱我,柯以敏,1997
